domain,combined_score,category,category_label,pc1_score,llm_score,iffy_tier,sources
discovermagazine.com,0.8413,5,High,0.8619,0.8000,,pc1+llm
discovermoosejaw.com,0.5526,3,Mixed,0.5526,,,pc1
discoverthenetworks.org,0.2511,2,Low,0.2273,0.4000,2,pc1+llm+iffy
discovery.org,0.1964,1,Very Low,0.1678,0.3000,2,pc1+llm+iffy
discuss.today.com,0.6024,4,Moderately High,0.6024,,,pc1
disinfo.news,0.3123,2,Low,0.3123,,,pc1
disinformazione.it,0.1316,1,Very Low,0.1316,,,pc1
disntr.com,0.3500,2,Low,,,4,iffy
disobedientmedia.com,0.3803,2,Low,0.3803,,,pc1
dispatch.com,0.7942,4,Moderately High,0.8413,0.7000,,pc1+llm
disquisendo.wordpress.com,0.2737,2,Low,0.2737,,,pc1
disrn.com,0.4811,3,Mixed,0.4811,,,pc1
dissent.tv,0.5818,3,Mixed,0.5818,,,pc1
dissentmagazine.org,0.6194,4,Moderately High,0.5540,0.7500,,pc1+llm
dissept.com,0.3478,2,Low,0.3478,,,pc1
dissident-mag.com,0.3014,2,Low,0.4272,,1,pc1+iffy
dissidentvoice.org,0.3500,2,Low,,,4,iffy
dissmercury.co.uk,0.5915,3,Mixed,0.5915,,,pc1
distributednews.com,0.1341,1,Very Low,0.1431,0.2000,1,pc1+llm+iffy
district2news.com,0.2401,2,Low,0.2401,,,pc1
districtondeck.com,0.6300,4,Moderately High,0.6300,,,pc1
diversitychronicle.wordpress.com,0.4087,3,Mixed,0.4087,,,pc1
diversityinc.com,0.7491,4,Moderately High,0.7736,0.7000,,pc1+llm
divieto.reattivonews.com,0.2843,2,Low,0.2843,,,pc1
diyhours.net,0.2438,2,Low,0.2438,,,pc1
djc.com,0.7365,4,Moderately High,0.7365,,,pc1
djhjmedia.com,0.1520,1,Very Low,0.1290,0.2000,2,pc1+llm+iffy
djournal.com,0.5935,3,Mixed,0.5402,0.7000,,pc1+llm
dl-online.com,0.5850,3,Mixed,0.5850,,,pc1
dmaga2020.xyz,0.2537,2,Low,0.2537,,,pc1
dmagazine.com,0.6976,4,Moderately High,0.6964,0.7000,,pc1+llm
dmlnews.com,0.5173,3,Mixed,0.5173,,,pc1
dmlnewsapp.com,0.3740,2,Low,0.4110,0.3000,,pc1+llm
dn.se,0.7502,4,Moderately High,0.7253,0.8000,,pc1+llm
dna.fr,0.6729,4,Moderately High,0.6729,,,pc1
dnews.com,0.6646,4,Moderately High,0.6646,,,pc1
dnj.com,0.7780,4,Moderately High,0.8169,0.7000,,pc1+llm
dnn.de,0.5710,3,Mixed,0.5710,,,pc1
dnronline.com,0.5091,3,Mixed,0.5091,,,pc1
dnyuz.com,0.4509,3,Mixed,0.5013,,4,pc1+iffy
doctissimo.fr,0.6710,4,Moderately High,0.6565,0.7000,,pc1+llm
doctordavidfriedman.com,0.6101,4,Moderately High,0.6101,,,pc1
doctormurray.com,0.4900,3,Mixed,0.4900,,,pc1
doctoroz.com,0.2940,2,Low,0.2130,0.4000,4,pc1+llm+iffy
doctorphillipstoday.com,0.4819,3,Mixed,0.4819,,,pc1
doctors4covidethics.org,0.2513,2,Low,0.3519,,1,pc1+iffy
doctorswithoutborders.org,0.8699,5,High,0.8548,0.9000,,pc1+llm
dodgeglobe.com,0.5604,3,Mixed,0.5604,,,pc1
dodgersway.com,0.6299,4,Moderately High,0.6299,,,pc1
dollarvigilante.com,0.4398,3,Mixed,0.5098,0.3000,,pc1+llm
domesticreport.com,0.4055,3,Mixed,0.4055,,,pc1
domesticterrorism.com,0.2439,2,Low,0.2439,,,pc1
dominionpost.com,0.8689,5,High,0.8689,,,pc1
donaldjtrump.com,0.3477,2,Low,0.4466,,2,pc1+iffy
donaldsonvillechief.com,0.6964,4,Moderately High,0.6964,,,pc1
donaldtrumpnews.co,0.2164,2,Low,0.2164,,,pc1
donaldtrumpnews.net,0.6162,4,Moderately High,0.6162,,,pc1
donaldtrumppotus45.com,0.2164,2,Low,0.2164,,,pc1
donaukurier.de,0.6398,4,Moderately High,0.6097,0.7000,,pc1+llm
donbass-insider.com,0.3934,2,Low,0.4900,0.2000,,pc1+llm
doncasterfreepress.co.uk,0.6070,4,Moderately High,0.5604,0.7000,,pc1+llm
dont-tread-on.me,0.2438,2,Low,0.2438,,,pc1
dorchestertoday.com,0.4814,3,Mixed,0.4814,,,pc1
dorsetecho.co.uk,0.6297,4,Moderately High,0.5946,0.7000,,pc1+llm
dospalosnews.com,0.5679,3,Mixed,0.5679,,,pc1
dothaneagle.com,0.5744,3,Mixed,0.5116,0.7000,,pc1+llm
dothanfirst.com,0.6551,4,Moderately High,0.6326,0.7000,,pc1+llm
dotinfo24.com,0.4726,3,Mixed,0.4726,,,pc1
dottoremaeveroche.it,0.4797,3,Mixed,0.4797,,,pc1
douglascountysentinel.com,0.5708,3,Mixed,0.5708,,,pc1
doverpost.com,0.6315,4,Moderately High,0.5973,0.7000,,pc1+llm
downeasttimes.com,0.5121,3,Mixed,0.5932,,4,pc1+iffy
downrivertoday.com,0.6165,4,Moderately High,0.7497,,4,pc1+iffy
downsizinggovernment.org,0.7331,4,Moderately High,0.7996,0.6000,,pc1+llm
downtrend.com,0.1876,1,Very Low,0.1876,,,pc1
dpa-international.com,0.8709,5,High,0.8709,,,pc1
dpa.com,0.7459,4,Moderately High,0.7459,,,pc1
draxe.com,0.2391,2,Low,0.2032,0.4000,2,pc1+llm+iffy
draytonvalleywesternreview.com,0.7142,4,Moderately High,0.7142,,,pc1
dreddymd.com,0.2677,2,Low,0.2677,,,pc1
dreuz.info,0.3481,2,Low,0.4221,0.2000,,pc1+llm
drivenpost.com,0.3770,2,Low,0.3770,,,pc1
drjockers.com,0.3773,2,Low,0.3660,0.4000,,pc1+llm
drnorthrup.com,0.4313,3,Mixed,0.6376,0.3000,2,pc1+llm+iffy
droite.tv,0.3603,2,Low,0.3603,,,pc1
dronewatchnews.com,0.3147,2,Low,0.3147,,,pc1
drrichswier.com,0.2871,2,Low,0.3306,0.2000,,pc1+llm
drsergegregoire.com,0.3532,2,Low,0.3532,,,pc1
drsircus.com,0.3680,2,Low,0.4021,0.3000,,pc1+llm
drudge.com,0.6556,4,Moderately High,0.6556,,,pc1
drudgereport.com,0.4423,3,Mixed,0.4634,0.4000,,pc1+llm
drudgereport.com.co,0.4724,3,Mixed,0.4724,,,pc1
drugabuse.gov,0.7623,4,Moderately High,0.6685,0.9500,,pc1+llm
drugcartels.news,0.2372,2,Low,0.3308,,1,pc1+iffy
drugs.com,0.9434,5,High,0.9651,0.9000,,pc1+llm
drugsofficial.com,0.3820,2,Low,0.3820,,,pc1
dsmsportswire.com,0.4080,3,Mixed,0.4080,,,pc1
dsptoolkit.nhs.uk,0.6367,4,Moderately High,0.5050,0.9000,,pc1+llm
dtldrr.pro,0.2794,2,Low,0.2794,,,pc1
dublinlive.ie,0.6593,4,Moderately High,0.6390,0.7000,,pc1+llm
dubuquetimes.com,0.4305,3,Mixed,0.4708,,4,pc1+iffy
duffelblog.com,0.3791,2,Low,0.5186,0.1000,,pc1+llm
duffleblog.com,0.3675,2,Low,0.3675,,,pc1
duhprogressive.com,0.2165,2,Low,0.2165,,,pc1
duluth.com,0.6024,4,Moderately High,0.6024,,,pc1
duluthnewstribune.com,0.8182,5,High,0.8773,0.7000,,pc1+llm
duncanbanner.com,0.7496,4,Moderately High,0.7745,0.7000,,pc1+llm
dundalkeagle.com,0.6416,4,Moderately High,0.6416,,,pc1
dunkingwithwolves.com,0.6768,4,Moderately High,0.6768,,,pc1
dunmowbroadcast.co.uk,0.6995,4,Moderately High,0.6995,,,pc1
dunning-kruger-times.com,0.3965,2,Low,0.3965,,,pc1
dupagepolicyjournal.com,0.4294,3,Mixed,0.5838,0.2000,4,pc1+llm+iffy
duquoin.com,0.6193,4,Moderately High,0.6193,,,pc1
durangoherald.com,0.7655,4,Moderately High,0.7983,0.7000,,pc1+llm
durhamregion.com,0.7402,4,Moderately High,0.7603,0.7000,,pc1+llm
durhamreporter.com,0.3716,2,Low,0.3824,,4,pc1+iffy
dutchdailynews.com,0.7775,4,Moderately High,0.7775,,,pc1
dutchreview.com,0.7708,4,Moderately High,0.8062,0.7000,,pc1+llm
dutchsinse.com,0.2623,2,Low,0.2435,0.3000,,pc1+llm
duvaltimes.com,0.3691,2,Low,0.3786,,4,pc1+iffy
dw.com,0.8761,5,High,0.8642,0.9000,,pc1+llm
dworkinreport.com,0.4659,3,Mixed,0.4659,,,pc1
dzen.ru,0.3500,2,Low,,,4,iffy
e-know.ca,0.5946,3,Mixed,0.5946,,,pc1
e-sante.fr,0.5527,3,Mixed,0.5527,,,pc1
e.businessinsider.com,0.7405,4,Moderately High,0.7405,,,pc1
eacourier.com,0.6927,4,Moderately High,0.6927,,,pc1
eadt.co.uk,0.5775,3,Mixed,0.5162,0.7000,,pc1+llm
eagleactionreport.com,0.5914,3,Mixed,0.5914,,,pc1
eaglepublications.com,0.7806,4,Moderately High,0.7806,,,pc1
eaglerising.com,0.2696,2,Low,0.2545,0.3000,,pc1+llm
eagletribune.com,0.8564,5,High,0.9347,0.7000,,pc1+llm
eaglevalleynews.com,0.6659,4,Moderately High,0.6659,,,pc1
eaglevalleytimes.com,0.5246,3,Mixed,0.6119,,4,pc1+iffy
earlyview.net,0.3657,2,Low,0.3657,,,pc1
earth.columbia.edu,0.7701,4,Moderately High,0.7701,,,pc1
earthfirstjournal.org,0.5846,3,Mixed,0.5846,,,pc1
earthjustice.org,0.8007,5,High,0.8010,0.8000,,pc1+llm
earthpulse.com,0.1485,1,Very Low,0.1478,,2,pc1+iffy
earthsky.org,0.8556,5,High,0.9083,0.7500,,pc1+llm
eastalamedanews.com,0.3082,2,Low,0.2874,,4,pc1+iffy
eastarapahoenews.com,0.3082,2,Low,0.2874,,4,pc1+iffy
eastarizonanews.com,0.3238,2,Low,0.3108,,4,pc1+iffy
eastbaytimes.com,0.8290,5,High,0.8435,0.8000,,pc1+llm
eastcentralreporter.com,0.5412,3,Mixed,0.6367,,4,pc1+iffy
eastclevelandnews.com,0.6152,4,Moderately High,0.7478,,4,pc1+iffy
eastcontracostanews.com,0.3238,2,Low,0.3108,,4,pc1+iffy
eastdfwnews.com,0.7043,4,Moderately High,0.7043,,,pc1
easterislandstatues2019.com,0.2401,2,Low,0.2401,,,pc1
easternbuzz.com,0.7184,4,Moderately High,0.7184,,,pc1
easterneye.biz,0.6861,4,Moderately High,0.6861,,,pc1
easternshoretimes.com,0.5066,3,Mixed,0.5066,,,pc1
easternwaynetoday.com,0.3523,2,Low,0.3535,,4,pc1+iffy
easthillsboroughnews.com,0.3691,2,Low,0.3786,,4,pc1+iffy
easthoustonnews.com,0.3719,2,Low,0.3719,,,pc1
easthudvalleynews.com,0.5498,3,Mixed,0.6498,,4,pc1+iffy
eastidahonews.com,0.8141,5,High,0.8712,0.7000,,pc1+llm
eastidahotimes.com,0.3836,2,Low,0.4005,,4,pc1+iffy
eastindynews.com,0.4259,3,Mixed,0.4638,,4,pc1+iffy
eastkentuckytimes.com,0.3540,2,Low,0.3561,,4,pc1+iffy
eastkingnews.com,0.7442,4,Moderately High,0.7442,,,pc1
eastlakenormannews.com,0.5306,3,Mixed,0.6209,,4,pc1+iffy
eastlittlerocktimes.com,0.3275,2,Low,0.3162,,4,pc1+iffy
eastlondonadvertiser.co.uk,0.6158,4,Moderately High,0.5738,0.7000,,pc1+llm
eastlouisvillenews.com,0.3573,2,Low,0.3609,,4,pc1+iffy
eastmichigannews.com,0.4901,3,Mixed,0.5602,,4,pc1+iffy
eastmonttimes.com,0.5227,3,Mixed,0.5227,,,pc1
eastnewmexiconews.com,0.5305,3,Mixed,0.6207,,4,pc1+iffy
eastokcnews.com,0.6161,4,Moderately High,0.6161,,,pc1
eastoregonnews.com,0.4651,3,Mixed,0.5227,,4,pc1+iffy
eastpanhandlenews.com,0.3565,2,Low,0.3597,,4,pc1+iffy
eastpanhandletimes.com,0.3899,2,Low,0.3899,,,pc1
eastpdxtoday.com,0.4637,3,Mixed,0.5206,,4,pc1+iffy
eastpennyroyalnews.com,0.5068,3,Mixed,0.5853,,4,pc1+iffy
eastpeoriatimescourier.com,0.6272,4,Moderately High,0.6272,,,pc1
eastrgvnews.com,0.6069,4,Moderately High,0.6069,,,pc1
eastsandiegonews.com,0.3082,2,Low,0.2874,,4,pc1+iffy
eastsbvtimes.com,0.3082,2,Low,0.2874,,4,pc1+iffy
eastsfvtoday.com,0.3541,2,Low,0.3561,,4,pc1+iffy
eastsierranews.com,0.3149,2,Low,0.2973,,4,pc1+iffy
eastslcnews.com,0.4559,3,Mixed,0.4559,,,pc1
eaststarknews.com,0.4066,3,Mixed,0.4348,,4,pc1+iffy
easttexasmatters.com,0.5088,3,Mixed,0.5088,,,pc1
easttwincities.com,0.3716,2,Low,0.3824,,4,pc1+iffy
eastventuranews.com,0.3348,2,Low,0.3272,,4,pc1+iffy
eastvolusianews.com,0.3238,2,Low,0.3108,,4,pc1+iffy
eastwaketimes.com,0.4376,3,Mixed,0.4814,,4,pc1+iffy
eastwichitatimes.com,0.5506,3,Mixed,0.5506,,,pc1
eater.com,0.6336,4,Moderately High,0.5504,0.8000,,pc1+llm
eatthis.com,0.7776,4,Moderately High,0.8664,0.6000,,pc1+llm
ebar.com,0.5678,3,Mixed,0.5678,,,pc1
ebaumsworld.com,0.3500,2,Low,,,4,iffy
eblida.org,0.6485,4,Moderately High,0.5727,0.8000,,pc1+llm
ebolahoax.com,0.2164,2,Low,0.2164,,,pc1
ebony.com,0.6037,4,Moderately High,0.5556,0.7000,,pc1+llm
ebonybird.com,0.7112,4,Moderately High,0.7112,,,pc1
ecalabamanews.com,0.3348,2,Low,0.3272,,4,pc1+iffy
ecaserta.com,0.5705,3,Mixed,0.5705,,,pc1
ecdc.europa.eu,0.6684,4,Moderately High,0.6684,,,pc1
ecfr.eu,0.8331,5,High,0.7996,0.9000,,pc1+llm
ecgeorgianews.com,0.4050,3,Mixed,0.4325,,4,pc1+iffy
echelledejacob.blogspot.com,0.3167,2,Low,0.3167,,,pc1
echo-news.co.uk,0.7164,4,Moderately High,0.7246,0.7000,,pc1+llm
echo-online.de,0.5933,3,Mixed,0.5400,0.7000,,pc1+llm
echo-pilot.com,0.6736,4,Moderately High,0.6736,,,pc1
echocheck.org,0.2171,2,Low,0.3007,,1,pc1+iffy
echopress.com,0.5602,3,Mixed,0.5602,,,pc1
ecindiananews.com,0.4053,3,Mixed,0.4330,,4,pc1+iffy
eciowanews.com,0.3571,2,Low,0.3607,,4,pc1+iffy
eckansasnews.com,0.3555,2,Low,0.3582,,4,pc1+iffy
eckvilleecho.com,0.7284,4,Moderately High,0.7284,,,pc1
ecmissnews.com,0.4709,3,Mixed,0.4814,,5,pc1+iffy
ecnebraskanews.com,0.4206,3,Mixed,0.4559,,4,pc1+iffy
ecnorthcarolinanews.com,0.5266,3,Mixed,0.6149,,4,pc1+iffy
ecocreando.weebly.com,0.2438,2,Low,0.2438,,,pc1
ecodelchisone.it,0.6047,4,Moderately High,0.6047,,,pc1
ecodibergamo.it,0.5836,3,Mixed,0.5836,,,pc1
ecohionews.com,0.3723,2,Low,0.3835,,4,pc1+iffy
ecoklahomanews.com,0.5213,3,Mixed,0.6070,,4,pc1+iffy
ecologiasociale.info,0.3603,2,Low,0.3603,,,pc1
ecology.news,0.0563,1,Very Low,0.0594,,1,pc1+iffy
econofact.org,0.8622,5,High,0.8684,0.8500,,pc1+llm
economicnoise.com,0.2643,2,Low,0.2643,,,pc1
economicpolicyjournal.com,0.5288,3,Mixed,0.6431,0.3000,,pc1+llm
economicshelp.org,0.7942,4,Moderately High,0.8413,0.7000,,pc1+llm
economictimes.indiatimes.com,0.2604,2,Low,0.2156,,4,pc1+iffy
economist.com,0.9177,5,High,0.9265,0.9000,,pc1+llm
economyincrisis.org,0.6751,4,Moderately High,0.6751,,,pc1
ecowatch.com,0.6515,4,Moderately High,0.6273,0.7000,,pc1+llm
ecplanet.org,0.4163,3,Mixed,0.4163,,,pc1
ectexasnews.com,0.5506,3,Mixed,0.5506,,,pc1
ecuavisa.com,0.7484,4,Moderately High,0.7726,0.7000,,pc1+llm
ecvirginianews.com,0.6068,4,Moderately High,0.6068,,,pc1
ecwisconsinnews.com,0.4559,3,Mixed,0.4559,,,pc1
eddenya.com,0.5911,3,Mixed,0.5911,,,pc1
edf.org,0.7134,4,Moderately High,0.6201,0.9000,,pc1+llm
edge.org,0.8951,5,High,0.9427,0.8000,,pc1+llm
edgemedianetwork.com,0.6700,4,Moderately High,0.6700,,,pc1
edinburghlive.co.uk,0.6634,4,Moderately High,0.6450,0.7000,,pc1+llm
edinburgreview.com,0.7545,4,Moderately High,0.7545,,,pc1
edition.cnn.com,0.6825,4,Moderately High,0.6825,,,pc1
editorial.huffingtonpost.com,0.8042,5,High,0.8042,,,pc1
editorialedomani.it,0.7064,4,Moderately High,0.7064,,,pc1
editorinleaf.com,0.7121,4,Moderately High,0.7121,,,pc1
edmontonexaminer.com,0.7403,4,Moderately High,0.7403,,,pc1
edmontonjournal.com,0.7978,4,Moderately High,0.7967,0.8000,,pc1+llm
edmontonsun.com,0.7922,4,Moderately High,0.8384,0.7000,,pc1+llm
edp24.co.uk,0.7008,4,Moderately High,0.7012,0.7000,,pc1+llm
edsonleader.com,0.5526,3,Mixed,0.5526,,,pc1
edsurge.com,0.7401,4,Moderately High,0.7352,0.7500,,pc1+llm
educate-yourself.org,0.1175,1,Very Low,0.1100,0.2000,1,pc1+llm+iffy
educateinspirechange.org,0.3182,2,Low,0.3113,0.3000,4,pc1+llm+iffy
educateinspirechange.org/health,0.4874,3,Mixed,0.4874,,,pc1
educationdailywire.com,0.4819,3,Mixed,0.5479,,4,pc1+iffy
educationpost.org,0.6041,4,Moderately High,0.6041,,,pc1
educationsystem.news,0.3596,2,Low,0.3596,,,pc1
edweek.org,0.7417,4,Moderately High,0.6876,0.8500,,pc1+llm
ef-magazin.de,0.3854,2,Low,0.3781,0.4000,,pc1+llm
eff.org,0.8331,5,High,0.7996,0.9000,,pc1+llm
effervescienza.com,0.2164,2,Low,0.2164,,,pc1
effinghamdailynews.com,0.5498,3,Mixed,0.5498,,,pc1
egaliteetreconciliation.fr,0.3740,2,Low,0.4610,0.2000,,pc1+llm
egbertowillies.com,0.6608,4,Moderately High,0.6608,,,pc1
egyptianstreets.com,0.7167,4,Moderately High,0.7250,0.7000,,pc1+llm
egypttoday.com,0.6704,4,Moderately High,0.6556,0.7000,,pc1+llm
ehextra.com,0.6964,4,Moderately High,0.6964,,,pc1
einreich.de,0.3250,2,Low,0.3250,,,pc1
ejinsight.com,0.8060,5,High,0.8060,,,pc1
ekirikas.com,0.7250,4,Moderately High,0.7250,,,pc1
elamerican.com,0.4931,3,Mixed,0.4931,,,pc1
elatednews.com,0.7063,4,Moderately High,0.7063,,,pc1
eldiario.es,0.6342,4,Moderately High,0.6014,0.7000,,pc1+llm
eldiariony.com,0.7608,4,Moderately High,0.7912,0.7000,,pc1+llm
eldoradonews.com,0.7548,4,Moderately High,0.7548,,,pc1
electionnightgatekeepers.com,0.1827,1,Very Low,0.1827,,,pc1
elections.huffingtonpost.com,0.6707,4,Moderately High,0.6707,,,pc1
electoral-vote.com,0.6859,4,Moderately High,0.6788,0.7000,,pc1+llm
electricity.news,0.2559,2,Low,0.2559,,,pc1
electronicintifada.net,0.5884,3,Mixed,0.6826,0.4000,,pc1+llm
electroverse.net,0.2314,2,Low,0.2379,0.3000,2,pc1+llm+iffy
elelephantintheroom.blogspot.com,0.6071,4,Moderately High,0.6071,,,pc1
elephantjournal.com,0.5810,3,Mixed,0.5715,0.6000,,pc1+llm
elezioni.corrierealpi.gelocal.it,0.5719,3,Mixed,0.5719,,,pc1
elezioni.gazzettadimantova.gelocal.it,0.6312,4,Moderately High,0.6312,,,pc1
elezioni.ilpiccolo.gelocal.it,0.6297,4,Moderately High,0.6297,,,pc1
elezioni.lanuovaferrara.gelocal.it,0.5602,3,Mixed,0.5602,,,pc1
elezioni.mattinopadova.gelocal.it,0.5901,3,Mixed,0.5901,,,pc1
elezioni.messaggeroveneto.gelocal.it,0.5710,3,Mixed,0.5710,,,pc1
elezioni.nuovavenezia.gelocal.it,0.6278,4,Moderately High,0.6278,,,pc1
elezioni.tribunatreviso.gelocal.it,0.5136,3,Mixed,0.5136,,,pc1
elitedaily.com,0.5918,3,Mixed,0.5877,0.6000,,pc1+llm
elitereaders.com,0.5232,3,Mixed,0.6348,0.3000,,pc1+llm
elitereaders.net,0.5916,3,Mixed,0.5916,,,pc1
elizabethjohnston.org,0.4508,3,Mixed,0.4508,,,pc1
elizabethton.com,0.5469,3,Mixed,0.5469,,,pc1
elizabethtowntimes.com,0.6004,4,Moderately High,0.7256,,4,pc1+iffy
elkharttimes.com,0.3756,2,Low,0.3885,,4,pc1+iffy
elkharttruth.com,0.7493,4,Moderately High,0.7740,0.7000,,pc1+llm
elkintribune.com,0.5504,3,Mixed,0.5504,,,pc1
elkodaily.com,0.7593,4,Moderately High,0.8389,0.6000,,pc1+llm
elkoshary.com,0.5144,3,Mixed,0.5144,,,pc1
elle.com,0.6997,4,Moderately High,0.6745,0.7500,,pc1+llm
elliotlakestandard.ca,0.5017,3,Mixed,0.5017,,,pc1
elliotlaketoday.com,0.5187,3,Mixed,0.5187,,,pc1
ellontimes.co.uk,0.6188,4,Moderately High,0.6188,,,pc1
ellwoodcityledger.com,0.6558,4,Moderately High,0.6558,,,pc1
elmundo.es,0.7867,4,Moderately High,0.7801,0.8000,,pc1+llm
elmundotoday.com,0.2713,2,Low,0.3570,0.1000,,pc1+llm
elnuevodia.com,0.8087,5,High,0.8631,0.7000,,pc1+llm
elonmuskwatch.com,0.2894,2,Low,0.2894,,,pc1
elpais.com,0.8275,5,High,0.7912,0.9000,,pc1+llm
elpasostandard.com,0.6448,4,Moderately High,0.6448,,,pc1
elpasotimes.com,0.7780,4,Moderately High,0.8169,0.7000,,pc1+llm
eluxemagazine.com,0.2384,2,Low,0.1826,,4,pc1+iffy
elvocero.com,0.7071,4,Moderately High,0.7107,0.7000,,pc1+llm
elystandard.co.uk,0.6754,4,Moderately High,0.6754,,,pc1
ema.europa.eu,0.7057,4,Moderately High,0.7057,,,pc1
embols.com,0.2463,2,Low,0.2463,,,pc1
emedicinehealth.com,0.6598,4,Moderately High,0.5897,0.8000,,pc1+llm
emeraldcoasttimes.com,0.3348,2,Low,0.3272,,4,pc1+iffy
emergencymedicine.news,0.2986,2,Low,0.2986,,,pc1
emerging-europe.com,0.8303,5,High,0.8303,,,pc1
emf.news,0.3184,2,Low,0.3184,,,pc1
eminetra.co.nz,0.4174,3,Mixed,0.4174,,,pc1
eminetra.co.uk,0.3891,2,Low,0.3891,,,pc1
eminetra.co.za,0.6081,4,Moderately High,0.6081,,,pc1
eminetra.com,0.4851,3,Mixed,0.4851,,,pc1
eminetracanada.com,0.4505,3,Mixed,0.4505,,,pc1
emirates247.com,0.4169,3,Mixed,0.3588,0.6000,4,pc1+llm+iffy
emmetsburgnews.com,0.6300,4,Moderately High,0.6300,,,pc1
emp.news,0.2770,2,Low,0.2770,,,pc1
empireadvance.ca,0.5076,3,Mixed,0.5076,,,pc1
empirehearland.com,0.2435,2,Low,0.2435,,,pc1
empireherald.com,0.1906,1,Very Low,0.2109,,2,pc1+iffy
empirenews.com,0.2463,2,Low,0.2463,,,pc1
empirenews.net,0.1958,1,Very Low,0.2438,0.1000,,pc1+llm
empiresports.co,0.2165,2,Low,0.2165,,,pc1
empirestatetoday.com,0.5279,3,Mixed,0.6168,,4,pc1+iffy
empirewritesback.com,0.6300,4,Moderately High,0.6300,,,pc1
emptywheel.net,0.6912,4,Moderately High,0.7367,0.6000,,pc1+llm
en-volve.com,0.1259,1,Very Low,0.1269,0.2000,1,pc1+llm+iffy
en-vovle.com,0.2732,2,Low,0.2732,,,pc1
en.bbarta24.net,0.2527,2,Low,0.2040,,4,pc1+iffy
en.farsnews.com,0.2438,2,Low,0.2438,,,pc1
en.granma.cu,0.2590,2,Low,0.2136,,4,pc1+iffy
en.hawarnews.com,0.2370,2,Low,0.2370,,,pc1
en.majalla.com,0.3500,2,Low,,,4,iffy
en.mediamass.net,0.2435,2,Low,0.2435,,,pc1
en.mehrnews.com,0.2573,2,Low,0.2109,,4,pc1+iffy
en.mercopress.com,0.2604,2,Low,0.2156,,4,pc1+iffy
en.metapedia.org,0.1938,1,Very Low,0.2156,,2,pc1+iffy
en.news-front.info,0.3266,2,Low,0.3266,,,pc1
en.newsner.com,0.1573,1,Very Low,0.2109,,1,pc1+iffy
en.people.cn,0.5754,3,Mixed,0.5754,,,pc1
en.protothema.gr,0.2653,2,Low,0.2653,,,pc1
en.radiovaticana.va,0.3015,2,Low,0.3015,,,pc1
en.wikinews.org,0.8544,5,High,0.8544,,,pc1
en24.news,0.6542,4,Moderately High,0.6542,,,pc1
enabon.com,0.2268,2,Low,0.2268,,,pc1
enchantmentstatenews.com,0.5274,3,Mixed,0.6161,,4,pc1+iffy
endgame.news,0.3729,2,Low,0.3729,,,pc1
endingthefed.com,0.2290,2,Low,0.2435,0.2000,,pc1+llm
endoftheamericandream.com,0.2290,2,Low,0.2435,0.2000,,pc1+llm
endthefed.org,0.2069,2,Low,0.2354,,2,pc1+iffy
endtime.com,0.4199,3,Mixed,0.4799,0.3000,,pc1+llm
endtimeheadlines.org,0.2768,2,Low,0.3152,0.2000,,pc1+llm
enduringvision.com,0.2569,2,Low,0.2569,,,pc1
energeticcity.ca,0.5785,3,Mixed,0.5785,,,pc1
energy.gov,0.7734,4,Moderately High,0.6851,0.9500,,pc1+llm
energycitizens.org,0.4406,3,Mixed,0.4406,,,pc1
energytherapy.biz,0.3956,2,Low,0.3956,,,pc1
enewscourier.com,0.6742,4,Moderately High,0.6742,,,pc1
eng.majalla.com,0.0902,1,Very Low,0.0902,,,pc1
engadget.com,0.8461,5,High,0.8692,0.8000,,pc1+llm
english.ahram.org.eg,0.7497,4,Moderately High,0.7497,,,pc1
english.alarabiya.net,0.3640,2,Low,0.3710,,4,pc1+iffy
english.alaraby.co.uk,0.6768,4,Moderately High,0.6768,,,pc1
english.almanar.com.lb,0.2625,2,Low,0.2188,,4,pc1+iffy
english.almayadeen.net,0.3500,2,Low,,,4,iffy
english.cctv.com,0.2397,2,Low,0.1846,,4,pc1+iffy
english.news.cn,0.3266,2,Low,0.3266,,,pc1
english.pravda.ru,0.3037,2,Low,0.3037,,,pc1
enhlive.com,0.2439,2,Low,0.2439,,,pc1
enidnews.com,0.6200,4,Moderately High,0.6200,,,pc1
enquirerjournal.com,0.6584,4,Moderately High,0.6584,,,pc1
enterprisenews.com,0.6645,4,Moderately High,0.6468,0.7000,,pc1+llm
entertainme.whatfinger.com,0.3160,2,Low,0.3160,,,pc1
entrepreneur.com,0.7830,4,Moderately High,0.7744,0.8000,,pc1+llm
environ.news,0.5937,3,Mixed,0.5937,,,pc1
eonline.com,0.6715,4,Moderately High,0.6573,0.7000,,pc1+llm
epa.news,0.3200,2,Low,0.3200,,,pc1
epi.org,0.7836,4,Moderately High,0.7754,0.8000,,pc1+llm
epicentro.iss.it,0.6251,4,Moderately High,0.6251,,,pc1
epnewsleader.com,0.6556,4,Moderately High,0.6556,,,pc1
epnewswire.com,0.4814,3,Mixed,0.4814,,,pc1
epochtimes-romania.com,0.5910,3,Mixed,0.5910,,,pc1
epochtimes.com,0.3770,2,Low,0.4155,0.3000,,pc1+llm
epochtimes.com.br,0.4172,3,Mixed,0.4258,0.4000,,pc1+llm
epochtimes.com.ua,0.7841,4,Moderately High,0.7841,,,pc1
epochtimes.cz,0.4245,3,Mixed,0.4868,0.3000,,pc1+llm
